polity_code,polity_name,polity_type,continent,area_deg2,centroid_lon,centroid_lat,n_parts,n_vertices,n_holes,compactness,is_valid,span_lon,span_lat
PAK-1971-2025,Pakistan,sovereign,Asia,82.0628747639053,69.38605627154207,29.967054696159767,1,1147,0,0.2005676107639538,True,16.95744959761106,13.372746012454307
ARE-1971-2025,United Arab Emirates,sovereign,Asia,6.239193981198625,54.33513755113454,23.910926505639047,3,271,0,0.27964260346559955,True,4.799772337803489,3.450555003213566
VNM-1975-2025,Vietnam,sovereign,Asia,32.377866076780606,105.77556803177981,17.277681900554693,5,1419,0,0.08762533776021895,True,8.944161792661816,14.764927965990111
ISR-1979-2025,Israel,sovereign,Asia,2.6670270256654582,35.05029597093819,31.54920563363754,1,168,0,0.3930981600370026,True,1.6673384101403599,3.8619685035967137
ARM-1991-2025,Armenia,sovereign,Asia,3.141682065739992,44.94712689378572,40.286509210984164,2,191,2,0.26753370622185474,True,3.16634150294891,2.4544090022858285
AZE-1991-2025,Azerbaijan,sovereign,Asia,9.10421119523186,47.53295036004862,40.292217842177436,4,428,1,0.1695654859989616,True,5.588418199742065,3.511251366906535
GEO-1991-2025,Georgia,sovereign,Asia,7.62314518708712,43.51739834454801,42.176289426048534,1,303,0,0.30072069346163277,True,6.707855006247257,2.536673002362562
KAZ-1991-2025,Kazakhstan,sovereign,Asia,329.67797159589924,67.3027513362108,48.16021208271179,2,2071,0,0.18804855850159335,True,40.844065364360745,14.848191013828497
KGZ-1991-2025,Kyrgyzstan,sovereign,Asia,21.511814630952834,74.55562875946082,41.46497488031093,1,576,0,0.20037494974945422,True,11.03208201027445,4.021427003745259
TJK-1991-2025,Tajikistan,sovereign,Asia,14.713480471867653,71.04228278141014,38.52805651920868,1,543,0,0.16129802221691367,True,7.8221320072848926,4.377409004076682
TKM-1991-2025,Turkmenistan,sovereign,Asia,49.150101911812854,59.38414490315106,39.12240413364773,1,898,0,0.22323917498338758,True,14.223409902458272,7.650182007124698
UZB-1991-2025,Uzbekistan,sovereign,Asia,48.36959600126649,63.16982416767573,41.7501848137169,1,796,0,0.16718484056885655,True,17.17005401599073,8.384724007808941
SAU-2000-2025,Saudi Arabia,sovereign,Asia,171.27621392464735,44.54632369553937,24.122932712215636,4,886,0,0.46214822804829964,True,21.088886236198725,15.777014202187004
YEM-2000-2025,Yemen,sovereign,Asia,38.288067198312085,47.60009969540424,15.905698696200881,5,558,0,0.41580561242840286,True,11.912845556671172,6.854623433555858
IDN-2002-2025,Indonesia,sovereign,Asia,152.86901218201345,117.2984808326011,-2.229700093230045,136,8383,0,0.011176035197227912,True,45.79438691599647,16.843128015686396
ABU-1800-1971,Abu Dhabi,historical,Asia,5.266858680748297,54.04983029730562,23.662023004630758,128,3230,1,0.07278093876698344,True,4.520099999999999,2.621000000000002
AFG-1800-1888,Afghanistan (to 1888),historical,Asia,78.75426275038488,67.00405217598963,33.72554972231488,1,717,0,0.3561893774304572,True,14.879988533471874,9.065873008443234
AFG-1800-1893,Afghanistan (to 1893),historical,Asia,78.75426275038488,67.00405217598963,33.72554972231488,1,717,0,0.3561893774304572,True,14.879988533471874,9.065873008443234
