polity_code,start_year,end_year,cow_code,polity_type,our_source,our_km2,border_verdict,n_reference_borders,reference_covers,reference_bookkeeping_steps,reference_km2_at_start,reference_km2_at_end,max_step_ratio,change_years,reference_iou,source_gap_pct
FRA-59-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5754,no_reference,0,,0,,,,,,
FRA-60-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5876,no_reference,0,,0,,,,,,
FRA-61-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6140,no_reference,0,,0,,,,,,
FRA-62-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6720,no_reference,0,,0,,,,,,
FRA-64-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,7680,no_reference,0,,0,,,,,,
FRA-67-1919-2025,1919,2025,,subnational,gadm-4.1-adm2,4790,no_reference,0,,0,,,,,,
FRA-68-1919-2025,1919,2025,,subnational,gadm-4.1-adm2,3527,no_reference,0,,0,,,,,,
FRA-70-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5388,no_reference,0,,0,,,,,,
FRA-71-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,8624,no_reference,0,,0,,,,,,
FRA-76-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6311,no_reference,0,,0,,,,,,
FRA-77-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5931,no_reference,0,,0,,,,,,
FRA-79-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6035,no_reference,0,,0,,,,,,
FRA-80-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6221,no_reference,0,,0,,,,,,
FRA-81-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5765,no_reference,0,,0,,,,,,
FRA-83-1790-2025,1790,2025,,subnational,gadm-4.1-adm2,6044,no_reference,0,,0,,,,,,
FRA-84-1793-2025,1793,2025,,subnational,gadm-4.1-adm2,3562,no_reference,0,,0,,,,,,
FRA-85-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6778,no_reference,0,,0,,,,,,
FRA-88-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5865,no_reference,0,,0,,,,,,
FRA-89-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,7461,no_reference,0,,0,,,,,,
FRA-91-1968-2025,1968,2025,,subnational,gadm-4.1-adm2,1819,no_reference,0,,0,,,,,,
FRA-AIN-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5784,no_reference,0,,0,,,,,,
FRA-ALL-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,7381,no_reference,0,,0,,,,,,
FRA-AM-1860-2025,1860,2025,,subnational,gadm-4.1-adm2,4335,no_reference,0,,0,,,,,,
FRA-ARD-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5577,no_reference,0,,0,,,,,,
FRA-ARI-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,4927,no_reference,0,,0,,,,,,
FRA-AUB-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6010,no_reference,0,,0,,,,,,
FRA-AUD-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6262,no_reference,0,,0,,,,,,
FRA-12-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,8762,no_reference,0,,0,,,,,,
FRA-CANTAL-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5786,no_reference,0,,0,,,,,,
FRA-CHTE-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5965,no_reference,0,,0,,,,,,
FRA-CMAR-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6953,no_reference,0,,0,,,,,,
FRA-COR-1800-2025,1800,2025,,subnational,gadm-4.1-adm1,8743,no_reference,0,,0,,,,,,
FRA-D32-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6298,no_reference,0,,0,,,,,,
FRA-DRO-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6551,no_reference,0,,0,,,,,,
FRA-FIN-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6849,no_reference,0,,0,,,,,,
FRA-GIR-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,10082,no_reference,0,,0,,,,,,
FRA-GRD-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5859,no_reference,0,,0,,,,,,
FRA-HER-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6239,no_reference,0,,0,,,,,,
FRA-HG-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6366,no_reference,0,,0,,,,,,
FRA-HLO-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5005,no_reference,0,,0,,,,,,
FRA-HP-1790-2025,1790,2025,,subnational,gadm-4.1-adm2,4512,no_reference,0,,0,,,,,,
FRA-HSAV-1860-2025,1860,2025,,subnational,gadm-4.1-adm2,4889,no_reference,0,,0,,,,,,
FRA-HVN-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5553,no_reference,0,,0,,,,,,
FRA-ISE-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,7867,no_reference,0,,0,,,,,,
FRA-LAN-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,9362,no_reference,0,,0,,,,,,
FRA-LG-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5405,no_reference,0,,0,,,,,,
FRA-LOI-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6827,no_reference,0,,0,,,,,,
FRA-LOT-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5218,no_reference,0,,0,,,,,,
FRA-MRN-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,8196,no_reference,0,,0,,,,,,
FRA-PDD-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,8003,no_reference,0,,0,,,,,,
FRA-PYRO-1790-2025,1790,2025,,subnational,gadm-4.1-adm2,4111,no_reference,0,,0,,,,,,
FRA-RHO-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,3254,no_reference,0,,0,,,,,,
FRA-SAR-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6249,no_reference,0,,0,,,,,,
FRA-SAV-1860-2025,1860,2025,,subnational,gadm-4.1-adm2,6319,no_reference,0,,0,,,,,,
FRA-SSO-1860-2025,1860,2025,,subnational,constructed,6019,no_reference,0,,0,,,,,,
FRA-TDB-1922-2025,1922,2025,,subnational,gadm-4.1-adm2,604,no_reference,0,,0,,,,,,
FRA-TG-1808-2025,1808,2025,,subnational,gadm-4.1-adm2,3711,no_reference,0,,0,,,,,,
FRA-VNE-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,7055,no_reference,0,,0,,,,,,
FRIN-1816-1954,1816,1954,220,colonial,constructed,547,reference_mismatch,2,1886-1953,0,532307,548041,1.03,1919,0.0,-99.9
FRN-1953-1964,1953,1964,,national,cshapes-2.0,1260085,no_reference,0,,0,,,,,,
FRO-1800-2025,1800,2025,,territory,gadm-4.1-adm0,1439,no_reference,0,,0,,,,,,
FRS-1884-1977,1884,1977,522,national,cshapes-2.0,21481,stable_where_covered,1,1886-1976,1,21433,21433,,,0.993,0.22
FRS-1977-2025,1977,2025,522,national,cshapes-2.0,21481,stable_where_covered,1,1977-2019,0,21433,21433,,,0.993,0.22
FSM-1991-2025,1991,2025,987,national,gadm-4.1-adm0,763,no_reference,0,,0,,,,,,
FTJ-1800-1896,1800,1896,,national,paine-2024,47260,no_reference,0,,0,,,,,,
FTO-1920-1960,1920,1960,,national,cshapes-2.0,57137,no_reference,0,,0,,,,,,
FTT-1800-1862,1800,1862,,national,paine-2024,10301,no_reference,0,,0,,,,,,
GAB-1839-1912,1839,1912,481,national,cshapes-2.0,260673,stable_where_covered,1,1886-1911,2,260681,260681,,,0.998,-0.0
GAB-1912-1919,1912,1919,481,national,cshapes-2.0,226613,stable_confirmed,1,1912-1918,0,226633,226633,,,0.997,-0.01
GAB-1919-1960,1919,1960,481,national,cshapes-2.0,260673,stable_confirmed,1,1919-1959,0,260681,260681,,,0.998,-0.0
GAB-1960-2025,1960,2025,481,national,cshapes-2.0,260673,stable_where_covered,1,1960-2019,0,260681,260681,,,0.998,-0.0
GBM-1895-1946,1895,1946,,colonial,constructed,132022,no_reference,0,,0,,,,,,
GBR-1800-1921,1800,1921,200,national,cshapes-europe,313549,stable_where_covered,1,1886-1920,0,313669,313669,,,0.986,-0.04
GBR-1921-2025,1921,2025,200,national,cshapes-2.0,243964,stable_where_covered,1,1921-2019,0,244091,244091,,,0.994,-0.05
GCAR-1899-1914,1899,1914,,colonial,gadm-4.1-adm0,481,no_reference,0,,0,,,,,,
GCO-1884-2025,1884,2025,255,national,none,,changed,3,1886-1945,0,540111,496651,1.147,1920;1938,,
GCT-1919-1956,1919,1956,452,aggregate,constructed,239020,stable_confirmed,1,1919-1955,0,212416,212416,,,0.887,12.52
GEO-1991-2025,1991,2025,372,national,cshapes-2.0,69827,stable_where_covered,1,1991-2019,0,69956,69956,,,0.996,-0.18
GHA-1821-1888,1821,1888,452,national,cshapes-2.0,68384,stable_where_covered,1,1886-1887,0,68325,68325,,,0.993,0.09
GHA-1888-1898,1888,1898,452,national,cshapes-2.0,127915,stable_confirmed,1,1888-1897,0,127938,127938,,,0.997,-0.02
GHA-1898-1957,1898,1957,452,national,cshapes-2.0,212451,stable_confirmed,1,1898-1956,0,212416,212416,,,0.998,0.02
GHA-1957-2025,1957,2025,452,national,cshapes-2.0,238984,stable_where_covered,1,1957-2019,0,239046,239046,,,0.998,-0.03
GIB-1800-2025,1800,2025,,territory,gadm-4.1-adm0,7,no_reference,0,,0,,,,,,
GIN-1894-1958,1894,1958,438,national,cshapes-2.0,245067,stable_confirmed,1,1894-1957,0,245068,245068,,,0.998,-0.0
GIN-1958-2025,1958,2025,438,national,cshapes-2.0,245067,stable_where_covered,1,1958-2019,0,245068,245068,,,0.998,-0.0
GKM-1884-1912,1884,1912,470,colonial,cshapes-2.0,510433,stable_where_covered,1,1886-1911,2,510512,510512,,,0.998,-0.02
GKM-1884-1916,1884,1916,470,colonial,cshapes-2.0,799945,changed,2,1886-1915,2,510512,799953,1.567,1912,0.638,56.69
GKM-1912-1916,1912,1916,470,colonial,cshapes-2.0,799945,stable_confirmed,1,1912-1915,0,799953,799953,,,0.999,-0.0
GLP-1816-2025,1816,2025,65,national,cshapes-2.0,1650,stable_where_covered,1,1886-2019,0,1652,1652,,,0.999,-0.11
GMB-1800-2025,1800,2025,420,national,cshapes-2.0,10628,stable_where_covered,1,1889-2019,1,10723,10723,,,0.975,-0.89
GNB-1879-1886,1879,1886,,national,cshapes-2.0,33185,no_reference,0,,0,,,,,,
GNB-1886-1974,1886,1974,404,national,cshapes-2.0,33185,stable_confirmed,1,1886-1973,1,33242,33242,,,0.99,-0.17
GNB-1974-2025,1974,2025,404,national,cshapes-2.0,33185,stable_where_covered,1,1974-2019,0,33242,33242,,,0.99,-0.17
GNQ-1886-1968,1886,1968,411,national,cshapes-2.0,26904,stable_confirmed,1,1886-1967,1,26921,26921,,,0.995,-0.06
GNQ-1968-2025,1968,2025,,national,cshapes-2.0,26904,no_reference,0,,0,,,,,,
GOB-1800-1808,1800,1808,,national,paine-2024,9764,no_reference,0,,0,,,,,,
GRC-1830-1881,1830,1881,350,national,cliopatria,45004,no_reference,0,,0,,,,,,
GRC-1830-1913,1830,1913,350,national,cshapes-europe,46271,stable_where_covered,1,1886-1912,0,63755,63755,,,0.711,-27.42
GRC-1881-1913,1881,1913,350,national,cshapes-europe,63612,stable_where_covered,1,1886-1912,0,63755,63755,,,0.973,-0.22
GRC-1913-1919,1913,1919,350,national,cshapes-2.0,121615,stable_confirmed,1,1913-1918,0,121697,121697,,,0.99,-0.07
GRC-1919-1947,1919,1947,350,national,cshapes-2.0,129841,stable_confirmed,1,1919-1946,0,129913,129913,,,0.99,-0.06
GRC-1919-2025,1919,2025,350,national,cshapes-2.0,129841,stable_where_covered,1,1919-2019,0,129913,129913,,,0.99,-0.06
GRC-1947-2025,1947,2025,350,national,cshapes-2.0,129841,stable_where_covered,1,1947-2019,0,129913,129913,,,0.99,-0.06
GRD-1800-2025,1800,2025,55,national,gadm-4.1-adm0,359,no_reference,0,,0,,,,,,
GRL-1800-2025,1800,2025,,national,gadm-4.1-adm0,2148756,no_reference,0,,0,,,,,,
GTM-1821-2025,1821,2025,90,national,cshapes-2.0,109118,stable_where_covered,1,1886-2019,0,109028,109028,,,0.997,0.08
GTO-1884-1920,1884,1920,,colonial,constructed,83683,no_reference,0,,0,,,,,,
GUF-1816-1946,1816,1946,120,colonial,cshapes-2.0,83660,changed,2,1886-1945,0,83711,13068,6.406,1930,0.997,-0.06
GUF-1946-2025,1946,2025,120,national,cshapes-2.0,83660,stable_where_covered,1,1946-2019,0,83711,83711,,,0.997,-0.06
GUM-1898-1950,1898,1950,,colonial,gadm-4.1-adm0,550,no_reference,0,,0,,,,,,
GUM-1950-2025,1950,2025,,territory,gadm-4.1-adm0,550,no_reference,0,,0,,,,,,
GUY-1800-2025,1800,2025,110,national,cshapes-2.0,210474,stable_where_covered,1,1886-2019,1,210584,210584,,,0.998,-0.05
HATAY-1938-1939,1938,1939,,colonial,none,,no_reference,0,,0,,,,,,
HAW-1959-2025,1959,2025,,subnational,gadm-4.1-adm1,16706,no_reference,0,,0,,,,,,
HAWI-1898-1959,1898,1959,4,national,cshapes-2.0,16632,stable_confirmed,1,1898-1958,0,16686,16686,,,0.988,-0.32
HKG-1842-2025,1842,2025,,national,gadm-4.1-adm1,1128,no_reference,0,,0,,,,,,
HND-1800-2025,1800,2025,91,national,cshapes-2.0,112280,stable_where_covered,1,1886-2019,0,112227,112227,,,0.996,0.05
HRV-1992-2025,1992,2025,344,national,cshapes-2.0,55759,stable_where_covered,1,1992-2019,0,55834,55834,,,0.989,-0.13
HTI-1800-2025,1800,2025,41,national,cshapes-2.0,27093,stable_where_covered,1,1886-2019,2,27137,27137,,,0.99,-0.16
HUN-1800-1918,1800,1918,310,national,histogis-1860-habsburg,325419,no_reference,0,,0,,,,,,
HUN-1918-1920,1918,1920,310,national,histogis-1860-habsburg,325419,no_reference,0,,0,,,,,,
HUN-1920-1938,1920,1938,310,national,cshapes-2.0,93004,stable_confirmed,1,1920-1937,0,92991,92991,,,0.997,0.01
HUN-1938-1940,1938,1940,310,national,cshapes-2.0,108814,stable_confirmed,1,1938-1939,0,108785,108785,,,0.998,0.03
HUN-1938-1947,1938,1947,310,national,cshapes-2.0,108814,stable_confirmed,1,1938-1946,0,108785,108785,,,0.998,0.03
HUN-1940-1944,1940,1944,310,national,constructed,152441,stable_confirmed,1,1940-1943,0,108785,108785,,,0.713,40.13
HUN-1944-1947,1944,1947,310,national,cshapes-2.0,93004,stable_confirmed,1,1944-1946,0,108785,108785,,,0.853,-14.51
HUN-1947-2025,1947,2025,310,national,cshapes-2.0,93004,stable_where_covered,1,1947-2019,0,92991,92991,,,0.997,0.01
HYD-1724-1948,1724,1948,750,subnational,cliopatria,211298,reference_mismatch,4,1886-1947,2,4652712,4227508,1.158,1893;1914;1937,0.045,-95.46
IBD-1829-1893,1829,1893,,national,paine-2024,25404,no_reference,0,,0,,,,,,
ICN-1800-2025,1800,2025,,national,gadm-4.1-adm1,7541,no_reference,0,,0,,,,,,
IDN-1800-1889,1800,1889,750,national,cshapes-2.0,1876795,reference_mismatch,1,1886-1888,0,4652712,4652712,,,0.0,-59.66
IDN-1800-1945,1800,1945,850,colonial,cshapes-2.0,1876795,stable_where_covered,1,1886-1944,1,1877243,1877243,,,0.995,-0.02
IDN-1889-1945,1889,1945,750,national,cshapes-2.0,1876795,reference_mismatch,4,1889-1944,2,4652712,4227508,1.158,1893;1914;1937,0.0,-59.66
IDN-1945-1949,1945,1949,850,national,cshapes-2.0,1876795,stable_confirmed,1,1945-1948,0,1877243,1877243,,,0.995,-0.02
IDN-1949-1963,1949,1963,850,national,cshapes-2.0,1466397,stable_confirmed,1,1949-1962,0,1466882,1466882,,,0.995,-0.03
IDN-1949-1969,1949,1969,850,national,cshapes-2.0,1466397,stable_confirmed,1,1949-1968,0,1466882,1466882,,,0.995,-0.03
IDN-1963-1976,1963,1976,850,national,cshapes-2.0,1876795,changed,2,1963-1975,0,1466882,1877243,1.28,1969,0.778,27.94
IDN-1969-1976,1969,1976,850,national,cshapes-2.0,1876795,stable_confirmed,1,1969-1975,0,1877243,1877243,,,0.995,-0.02
IDN-1976-2002,1976,2002,850,national,cshapes-2.0,1891777,stable_confirmed,1,1976-2001,0,1892268,1892268,,,0.995,-0.03
IDN-2002-2025,2002,2025,850,national,cshapes-2.0,1876795,stable_where_covered,1,2002-2019,0,1877243,1877243,,,0.995,-0.02
IDN-BLB-1949-1951,1949,1951,,subnational,constructed,10156,no_reference,0,,0,,,,,,
IDN-JVM-1949-1951,1949,1951,,subnational,constructed,132702,no_reference,0,,0,,,,,,
IDN-OTH-1949-1951,1949,1951,,subnational,constructed,1331953,no_reference,0,,0,,,,,,
IDN-XTL-1976-2002,1976,2002,,subnational,constructed,1876747,no_reference,0,,0,,,,,,
IGL-1800-1901,1800,1901,,national,paine-2024,7764,no_reference,0,,0,,,,,,
IJB-1800-1892,1800,1892,,national,paine-2024,6041,no_reference,0,,0,,,,,,
IND-1800-1886,1800,1886,750,national,constructed,4135440,no_reference,0,,0,,,,,,
IND-1800-1893,1800,1893,750,national,cshapes-2.0,4652141,stable_where_covered,1,1886-1892,0,4652712,4652712,,,0.999,-0.01
IND-1886-1893,1886,1893,750,national,constructed,4647936,stable_confirmed,1,1886-1892,0,4652712,4652712,,,0.998,-0.1
IND-1893-1914,1893,1914,750,national,constructed,4815025,stable_confirmed,1,1893-1913,1,4819795,4819795,,,0.998,-0.1
IND-1914-1937,1914,1937,750,national,constructed,4889736,stable_confirmed,1,1914-1936,1,4894456,4894456,,,0.998,-0.1
IND-1937-1947,1937,1947,750,national,constructed,4223060,stable_confirmed,1,1937-1946,0,4227508,4227508,,,0.998,-0.11
IND-1947-1949,1947,1949,750,national,constructed,3041826,stable_confirmed,1,1947-1948,0,3046196,3046196,,,0.998,-0.14
IND-1949-2025,1949,2025,750,national,cshapes-2.0,3151797,stable_where_covered,1,1949-2019,0,3152040,3152040,,,0.999,-0.01
INU-1937-1947,1937,1947,,subnational,constructed,3041826,no_reference,0,,0,,,,,,
IRL-1800-1921,1800,1921,205,national,constructed,84313,no_reference,0,,0,,,,,,
IRL-1921-2025,1921,2025,205,national,cshapes-2.0,69565,stable_where_covered,1,1921-2019,0,69578,69578,,,0.993,-0.02
IRN-1800-1828,1800,1828,630,national,cliopatria,1743646,no_reference,0,,0,,,,,,
IRN-1828-2025,1828,2025,630,national,cshapes-2.0,1621559,stable_where_covered,1,1886-2019,0,1621541,1621541,,,0.999,0.0
IRQ-1921-1932,1921,1932,645,national,cshapes-2.0,436195,stable_confirmed,1,1921-1931,1,436255,436255,,,0.999,-0.01
IRQ-1921-2025,1921,2025,645,national,cshapes-2.0,436195,stable_where_covered,1,1921-2019,2,436255,436255,,,0.999,-0.01
IRQ-1932-2025,1932,2025,645,national,cshapes-2.0,436195,stable_where_covered,1,1932-2019,0,436255,436255,,,0.999,-0.01
